DOI,Sample_ID,Subsample_ID,Location,Approximate_Lattitude,Approximate_Longitude,Source,Date,Concentration,Concentration_Units,Color_Transparent,Color_Blue,Color_Red,Color_Brown,Color_Green,Color_Orange,Color_White,Color_Yellow,Color_Pink,Color_Black,Color_Other,Material_PEST,Material_PE,Material_PP,Material_PA,Material_PE_PS,Material_PS,Material_CA,Material_PVC,Material_ER,Material_PAM,Material_PET,Material_PlasticAdditive,Material_PBT,Material_PU,Material_PET_PEST,Material_PAN,Material_Silicone,Material_Acrylic,Material_Vinyl,Material_Vinyon,Material_Other,Material_PA_ER,Material_PTT,Material_PE_PP,Material_PPS,Material_Rayon,Material_PAA,Material_PMPS,Material_PI,Material_Olefin,Material_Styrene_Butadiene,Material_PBA,Material_PMMA,Material_Cellophane,Material_SAN,Material_PC,Material_PDMS,Material_PLA,Material_PTFE,Material_SBR,Material_PET_Olefin,Material_PES,Material_ABS,Material_LDPE,Material_PEVA,Material_AR,Material_PVA,Material_PPE,Morphology_Fragment,Morphology_Fiber,Morphology_Nurdle,Morphology_Film,Morphology_Foam,Morphology_Sphere,Morphology_Line,Morphology_Bead,Morphology_Sheet,Morphology_Film_Fragment,Morphology_Rubbery_Fragment,Size_3000um,Size_2_5mm,Size_1_5mm,Size_1_2mm,Size_0.5_1mm,Size_less_than_0.5mm,Size_500um,Size_300_500um,Size_125_300um,Size_100_500um,Size_greater_than_100um,Size_50_150um,Size_50_100um,Size_50um,Size_45_125um,Size_greater_than_25um,Size_20um_5mm,Size_20_100um,Size_20_50um,Size_10_50um,Size_10_45um,Size_10_20um,Size_greater_than_10um,Size_8_316um,Size_5_100um,Size_5_10um,Size_4_10um,Size_1.5_5um,Size_less_than_1.5um,Size_1_100um,Size_1_50um,Size_1_10um,Size_1_5um,Size_110_124nm,Size_0_20um
10.1371/journal.pone.0194970,Lake Ontario 2|10.1371/journal.pone.0194970,,Lake Ontario,52.5865849,8.1268531,bottled water,,8,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Nethen.1|10.1016/j.sciotenv.2018.08.178,,"Nethen, Belgium",52.5865849,8.1268531,tap water,,3,particles/m3,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Nethen.2|10.1016/j.sciotenv.2018.08.178,,"Nethen, Belgium",52.9423834,8.2509759,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Nethen.3|10.1016/j.sciotenv.2018.08.178,,"Nethen, Belgium",52.9423834,8.2509759,tap water,,1,particles/m3,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Nethen.4|10.1016/j.sciotenv.2018.08.178,,"Nethen, Belgium",52.9423834,8.2509759,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.1a|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",52.9423834,8.2509759,tap water,,7,particles/m3,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.1b|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",53.5257106,7.8458789,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.2|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",53.5257106,7.8458789,tap water,,1,particles/m3,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.3|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",53.5257106,7.8458789,tap water,,3,particles/m3,,,,,,,,,,,,Present,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.4|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",53.5257106,7.8458789,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Grossenkneten.1|10.1016/j.sciotenv.2018.08.178,,"Grossenkneten, Germany",52.92117055,7.888790696,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Grossenkneten.2|10.1016/j.sciotenv.2018.08.178,,"Grossenkneten, Germany",52.92117055,7.888790696,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Grossenkneten.3|10.1016/j.sciotenv.2018.08.178,,"Grossenkneten, Germany",52.92117055,7.888790696,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Grossenkneten.4|10.1016/j.sciotenv.2018.08.178,,"Grossenkneten, Germany",52.92117055,7.888790696,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Sandelermoens.1|10.1016/j.sciotenv.2018.08.178,,"Sandelermoens, Germany",52.5865849,8.1268531,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Sandelermoens.2|10.1016/j.sciotenv.2018.08.178,,"Sandelermoens, Germany",52.5865849,8.1268531,tap water,,1,particles/m3,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Sandelermoens.3|10.1016/j.sciotenv.2018.08.178,,"Sandelermoens, Germany",52.5865849,8.1268531,tap water,,1,particles/m3,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Sandelermoens.4|10.1016/j.sciotenv.2018.08.178,,"Sandelermoens, Germany",49.7439047,15.3381061,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Thuelsfelde.1|10.1016/j.sciotenv.2018.08.178,,"Thuelsfelde, Germany",49.7439047,15.3381061,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Thuelsfelde.2|10.1016/j.sciotenv.2018.08.178,,"Thuelsfelde, Germany",49.7439047,15.3381061,tap water,,1,particles/m3,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Thuelsfelde.3|10.1016/j.sciotenv.2018.08.178,,"Thuelsfelde, Germany",49.7439047,15.3381061,tap water,,1,particles/m3,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Thuelsfelde.4|10.1016/j.sciotenv.2018.08.178,,"Thuelsfelde, Germany",49.7439047,15.3381061,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.Well 1|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",49.7439047,15.3381061,tap water,,2,particles/m3,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.Well 2|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",55.6776247,12.5746955,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.178,Holdorf.Well 3|10.1016/j.sciotenv.2018.08.178,,"Holdorf, Germany",55.6776247,12.5746955,tap water,,0,particles/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.102,Mineral Water.1|10.1016/j.sciotenv.2018.08.178,,Czech Republic,55.6694349,12.5568649,bottled water,Nov 2017-Jan 2018,2649,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.102,Mineral Water.2|10.1016/j.sciotenv.2018.08.178,,Czech Republic,55.7652833,12.1081301,bottled water,Nov 2017-Jan 2018,4889,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.102,Mineral Water.3|10.1016/j.sciotenv.2018.08.178,,Czech Republic,54.7657829,11.8872719,bottled water,Nov 2017-Jan 2018,6292,particles/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.sciotenv.2018.08.102,WTP1_Treated|10.1016/j.sciotenv.2018.08.178,,Czech Republic,55.4383444,10.4165481,tap water,Nov 2017-Jan 2018,443,particles/L,,,,,,,,,,,,,0.12,0.23,,,,,0.02,,0.16,0.43,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,0.30-0.50,,,,,,,0.25-0.60,,
10.1016/j.sciotenv.2018.08.102,WTP2_Treated|10.1016/j.sciotenv.2018.08.178,,Czech Republic,55.393085,10.394861,tap water,Nov 2017-Jan 2018,338,particles/L,,,,,,,,,,,,,0.12,0.23,,,,,0.02,,0.16,0.43,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,0.30-0.50,,,,,,,0.25-0.60,,
10.1016/j.sciotenv.2018.08.102,WTP3_Treated|10.1016/j.sciotenv.2018.08.178,,Czech Republic,56.8168157,10.0622471,tap water,Nov 2017-Jan 2018,628,particles/L,,,,,,,,,,,,,0.12,0.23,,,,,0.02,,0.16,0.43,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,0.30-0.50,,,,,,,0.25-0.60,,
http://dce2.au.dk/pub/SR291.pdf ,1|http://dce2.au.dk/pub/SR291.pdf ,1a|http://dce2.au.dk/pub/SR291.pdf ,Knabrostræde (1210 Kbh. K) ,50.000678,-86.000977,tap water,4/11/2018,29,particles/50 L,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.86,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,1|http://dce2.au.dk/pub/SR291.pdf ,1b|http://dce2.au.dk/pub/SR291.pdf ,Knabrostræde (1210 Kbh. K) ,50.000678,-86.000977,tap water,6/1/2018,18,particles/50 L,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,2|http://dce2.au.dk/pub/SR291.pdf ,,Eriksgade (1708 Kbh. V) ,50.000678,-86.000977,tap water,4/11/2018,16,particles/50 L,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.78,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,3|http://dce2.au.dk/pub/SR291.pdf ,,Blegdamsvej (2200 Kbh N) ,50.000678,-86.000977,tap water,5/2/2018,12,particles/50 L,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,4|http://dce2.au.dk/pub/SR291.pdf ,,Ernie Wilkins Vej (2450 Kbh S.) ,55.8479416,13.6337117,tap water,5/2/2018,13,particles/50 L,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.62,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,5|http://dce2.au.dk/pub/SR291.pdf ,,Saunte Bygade (3100 Hornbæk) ,55.8479416,13.6337117,tap water,4/4/2018,7,particles/50 L,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,6|http://dce2.au.dk/pub/SR291.pdf ,,Kolibrivej (4040 Jyllinge) ,55.8479416,13.6337117,tap water,5/28/2018,11,particles/50 L,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,7|http://dce2.au.dk/pub/SR291.pdf ,,Østre Alle? (4800 Nykøbing F) ,55.8479416,13.6337117,tap water,6/8/2018,10,particles/50 L,,,,,,,,,,,,,,0.1,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,8|http://dce2.au.dk/pub/SR291.pdf ,,Ore Strandpark (4850 Stubbekøbing) ,55.8479416,13.6337117,tap water,6/8/2018,30,particles/50 L,,,,,,,,,,,,,,,,,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.67,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,9|http://dce2.au.dk/pub/SR291.pdf ,,Villestofteheg-net (5210 Odense NV) ,13.0836939,80.270186,tap water,5/26/2018,12,particles/50 L,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.84,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,10|http://dce2.au.dk/pub/SR291.pdf ,,Lindehaven (5270 Odense) ,13.0836939,80.270186,tap water,5/26/2018,13,particles/50 L,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,11|http://dce2.au.dk/pub/SR291.pdf ,,Dagmargade 6000 Odense C) ,13.0836939,80.270186,tap water,5/26/2018,11,particles/50 L,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,12|http://dce2.au.dk/pub/SR291.pdf ,,Hjelmalle? (6200 Aabenra?) ,13.0836939,80.270186,tap water,4/19/2018,27,particles/50 L,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,13|http://dce2.au.dk/pub/SR291.pdf ,,Lundsbjerg Industrivej (6200 Aabenra?) ,13.0836939,80.270186,tap water,4/19/2018,9,particles/50 L,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,14|http://dce2.au.dk/pub/SR291.pdf ,,Kværsløkke (6300 Gråsten),13.0836939,80.270186,tap water,4/19/2018,4,particles/50 L,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,15|http://dce2.au.dk/pub/SR291.pdf ,,Aavangen (9575 Terndrup) ,,,tap water,5/16/2018,19,particles/50 L,,,,,,,,,,,,,,0.05,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,16|http://dce2.au.dk/pub/SR291.pdf ,,Gunnar Clausens vej (8260 Viby J.) ,,,tap water,5/16/2018,17,particles/50 L,,,,,,,,,,,,,,,,,,0.35,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dce2.au.dk/pub/SR291.pdf ,17|http://dce2.au.dk/pub/SR291.pdf ,,Kristtornvej (8200 Aarhus N.) ,,,tap water,5/16/2018,13,particles/50 L,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.hazmat.2021.125708,S2|10.1016/j.hazmat.2021.125708,,"Algard lakes, Norway",,,tap water,,9.7,ug/m3,,,,,,,,,,,,,Present,,Present,,,,Present,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.hazmat.2021.125708,S3|10.1016/j.hazmat.2021.125708,,South-western Norway,,,tap water,,12.8,ug/m3,,,,,,,,,,,,,Present,,Present,,,,Present,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.hazmat.2021.125708,S4|10.1016/j.hazmat.2021.125708,,South-western Norway,,,tap water,,6.1,ug/m3,,,,,,,,,,,,,Present,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.chemosphere.2021.132587,settled|10.1016/j.chemosphere.2021.132587,,"Ontario, Canada",,,tap water,,11,particles/L,,,,,,,,,,,,,Present,,,,,,,,,,Present,Present,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,Present,Present,,,,,,Present,,,,,,Present,,,,,,,,,,,,,,
10.1016/j.chemosphere.2021.132588,filtered|10.1016/j.chemosphere.2021.132587,,"Ontario, Canada",,,tap water,,11,particles/L,,,,,,,,,,,,,Present,Present,,,,,,,,,Present,Present,Present,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,Present,Present,,,,,,Present,,,,,,Present,,,,,,,,,,,,,,
10.1016/j.chemosphere.2021.132589,clearwell|10.1016/j.chemosphere.2021.132587,,"Ontario, Canada",,,tap water,,31,particles/L,,,,,,,,,,,,,Present,,,,,,,,,,Present,,Present,Present,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,Present,Present,,,,,,Present,,,,,,Present,,,,,,,,,,,,,,
10.1016/j.chemosphere.2021.132590,distribution|10.1016/j.chemosphere.2021.132587,,"Ontario, Canada",,,tap water,,20,particles/L,,,,,,,,,,,,,Present,Present,,,,,,,,,,Present,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,Present,Present,,,,,,Present,,,,,,Present,,,,,,,,,,,,,,
10.1016/j.watres.2020.11.6519,V|10.1016/j.watres.2020.11.6519,,"Skane, Sweeden",,,tap water,,,,,,,,,,,,,,,,Present,,,,,,Present,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,
10.1016/j.watres.2020.11.6519,BJP|10.1016/j.watres.2020.11.6519,,"Skane, Sweeden",,,tap water,,,,,,,,,,,,,,,Present,Present,Present,Present,,Present,,Present,,,,,,Present,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,
10.1016/j.watres.2020.11.6519,BJH|10.1016/j.watres.2020.11.6519,,"Skane, Sweeden",,,tap water,,,,,,,,,,,,,,,Present,,Present,Present,,Present,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,
10.1016/j.watres.2020.11.6519,BOP|10.1016/j.watres.2020.11.6519,,"Skane, Sweeden",,,tap water,,,,,,,,,,,,,,,Present,Present,Present,Present,,,,Present,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,
10.1016/j.watres.2020.11.6519,BOH|10.1016/j.watres.2020.11.6519,,"Skane, Sweeden",,,tap water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,
10.18520/cs/v117/i11/1874-1879,C|10.18520/cs/v117/i11/1874-1879,,"Chennai, India",,,tap water,,6,particles/L,,,Present,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.18520/cs/v117/i11/1874-1879,B1|10.18520/cs/v117/i11/1874-1879,,"Chennai, India",,,tap water,,5,particles/L,,Present,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.18520/cs/v117/i11/1874-1879,B2|10.18520/cs/v117/i11/1874-1879,,"Chennai, India",,,tap water,,5,particles/L,,,,,,,Present,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.18520/cs/v117/i11/1874-1879,B3|10.18520/cs/v117/i11/1874-1879,,"Chennai, India",,,tap water,,5,particles/L,,Present,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
