<<<<<<< HEAD
m_ps_m3,shape,color,width_mm,dim_type,polymer,water_system_name,latitude,longitude,treatment_level,m_ps_m3_2000,m_ps_m3_2001,m_ps_m3_2002,m_ps_m3_2003,m_ps_m3_2004,m_ps_m3_2005,m_ps_m3_2006,m_ps_m3_2007,m_ps_m3_2008,m_ps_m3_2009,m_ps_m3_2010,m_ps_m3_2011,m_ps_m3_2012,m_ps_m3_2013,m_ps_m3_2014,m_ps_m3_2015,m_ps_m3_2016,m_ps_m3_2017,m_ps_m3_2018,m_ps_m3_2019,m_ps_m3_2020,m_ps_m3_2021,m_ps_m3_2022,m_ps_m3_2023,m_ps_m3_2024
2.609165067,Fragment,White,1.12,meso_small,NA,quis nostrud exercitation ullamco laboris,41.6743,-120.4028,Disinfected,1.584059265,3.063965719,3.313599643,0.966166504,1.256129733,1.607013745,3.101299125,2.038301224,1.015314938,3.646833255,1.80615651,2.10497049,1.929293863,1.140633878,1.794638422,2.408929239,2.534517718,1.232107602,0.809627524,1.853238677,3.436791207,1.780003902,2.488203522,1.85603035,2.609165067
2.609165067,Fragment,White,1.64,meso_small,NA,in voluptate velit esse cillum dolore,41.6333,-120.5636,Secondary,0.653762123,2.727221821,2.167691379,2.103154056,0.902612752,2.258071447,2.442691814,1.643432407,2.123721145,2.241503052,2.249380618,1.683956367,1.881170736,2.302608157,0.125093109,0.31602489,1.992828815,1.177096545,2.798520941,0.441080495,3.191426651,2.447276872,1.515947268,2.248823337,2.609165067
2.609165067,Fragment,White,1.07,meso_small,NA,ut enim ad minim veniam,41.6248,-120.5656,Tertiary,1.621692577,2.975824979,2.392474992,1.532250304,1.985182866,3.028141298,1.983081387,1.404526028,1.093222147,0.474176867,2.771855797,1.907236375,1.994871478,1.540035887,1.04324578,1.47473916,1.567723188,2.794299694,1.87838217,2.875178373,1.218547058,0.54936894,1.537798398,2.776876106,2.609165067
2.609165067,Fragment,White,2.37,meso_small,NA,Excepteur sint occaecat cupidatat non proident,41.5494,-120.498,Filtered,1.644301148,0.878151466,2.259699964,2.015698733,3.830826816,0.956403123,0.931860142,3.350542987,3.952344657,0.856897949,0.851986501,4.14802923,2.086862459,2.341053007,0.368506239,1.342186319,2.379483081,1.53055018,2.674623746,0.111936927,3.164696294,2.269568209,2.786492498,0.860563098,2.609165067
2.609165067,Fragment,Other,0.6,micro,NA,quis nostrud exercitation ullamco laboris,41.5591,-120.4866,Tertiary,1.970983837,4.137651504,2.346109857,3.019412553,1.234975467,2.499346371,1.163101397,1.488484146,1.567110292,1.420082936,1.562594096,1.387809522,2.609653119,2.278979238,2.841076894,2.273534993,2.188026584,1.970632342,2.26154401,1.19915441,2.03931599,2.693555699,1.272590438,1.886915071,2.609165067
2.609165067,Fragment,White,1.48,meso_small,NA,Lorem ipsum dolor sit amet,41.2883,-120.6708,Disinfected,3.365019079,0.823025998,3.028647464,2.285510431,0.500421361,1.809907167,1.896279757,4.029952436,1.811614106,2.564627341,0.53169445,0.183668659,1.82915844,2.522032736,1.915722927,3.096114709,2.33790311,1.215498555,1.443419405,2.653744672,1.302489394,1.190841976,2.221804361,1.400157177,2.609165067
2.609165067,Fragment,Black,1.52,meso_small,NA,consectetur adipiscing elit,41.3422,-120.4848,Secondary,1.54416492,2.508933867,1.784485941,1.27306853,1.716548612,3.104888744,1.896228042,2.056793466,0.76925131,2.122881549,1.410715445,0.613039666,2.249596788,2.071697433,2.149955879,0.611871519,3.01143919,1.019213783,3.235856527,-0.668930492,1.414592012,2.188947257,1.768211238,1.864327294,2.609165067
2.609165067,Fragment,White,1.14,meso_small,polyethylene,ut labore et dolore magna aliqua,41.4416,-120.3798,Secondary,2.168682689,1.961689947,2.052416016,1.522717676,2.880811404,2.693554064,1.696672856,1.872967526,0.67552267,1.670776738,2.10042186,1.837447556,1.071391335,2.410954811,0.781718404,3.159523778,1.39148472,2.221044012,1.983440961,2.411458911,0.669847383,-0.088940589,2.569735589,2.40437331,2.609165067
2.609165067,Fragment,Other,0.94,micro,NA,ut enim ad minim veniam,41.3993,-120.4673,Tertiary,1.632114629,1.474878341,3.594879573,0.985706746,1.58796442,1.794037117,0.186539443,2.348620713,2.429779613,1.000623735,1.624878684,1.897180866,3.297217761,0.955019617,2.416606114,3.448321461,0.314673702,1.419181692,0.019869694,2.558672869,1.59903522,2.79728456,2.114671551,2.884252046,2.609165067
2.609165067,Fragment,Other,0.22,micro,NA,Duis aute irure dolor in reprehenderit,41.5137,-120.649,Disinfected,1.853762197,1.496579536,1.362035257,1.755267497,2.371211225,1.16131919,2.060318282,2.489107295,2.300464605,2.483292251,0.985282841,0.982691641,2.033772159,2.809156333,3.53583851,1.556741439,-0.125114193,1.899940268,2.394171044,2.626362333,0.958121165,1.417738479,0.557299816,3.101860132,2.609165067
2.609165067,Fragment,White,2.72,meso_small,polyethylene,in voluptate velit esse cillum dolore,41.5481,-120.8165,Secondary,2.116028008,0.949924581,2.988694423,1.389227196,2.868641059,0.675791289,1.626868291,0.411562257,2.991666114,2.623928004,1.82859519,2.348853399,3.440076953,0.190471924,1.380129353,0.435212282,3.155653425,2.722898773,2.802129108,1.539786512,1.494068306,1.105826739,1.030722209,2.333963548,2.609165067
2.609165067,Fragment,White,1.89,meso_small,NA,quis nostrud exercitation ullamco laboris,41.3629,-120.65,Secondary,3.021928606,3.284943094,1.293219015,2.542570584,0.304601587,0.933353638,0.4205459,1.722234587,1.086556081,2.710068557,1.377074248,1.340053166,2.28324451,0.113930487,2.293036213,2.322411972,1.554026576,2.241545966,0.770527501,1.919521718,1.455176578,3.049845961,0.875295335,0.781229669,2.609165067
2.609165067,Film,White,2.3,meso_small,NA,ut labore et dolore magna aliqua,41.3927,-120.8214,Secondary,1.943862723,1.915452621,3.363084913,1.395363226,2.37151344,1.440447801,0.283026868,2.009007958,1.371917425,0.630634997,1.722420028,1.785947128,2.40007921,1.140134631,1.220777583,1.927275698,1.047975377,1.607257753,0.874337188,1.737911894,3.345676256,3.236744267,1.775613444,2.686590339,2.609165067
2.609165067,Other,Black,1.47,meso_small,polyester,consectetur adipiscing elit,41.1843,-121.2112,Primary,2.472244301,2.067042172,1.24036586,2.469986502,1.373617251,0.756830371,1.982457116,0.685493993,3.923084754,2.62448772,1.501082411,2.410717796,3.008441879,1.890259649,1.918336577,1.129094604,0.846722953,1.429332776,0.793263167,1.711729821,1.537236462,2.749919955,1.81909149,3.118056225,2.609165067
2.609165067,Fragment,Black,0.76,micro,NA,ut enim ad minim veniam,41.2294,-121.1373,Secondary,2.531214935,2.022750031,1.10805259,2.479290129,1.782263255,1.707358605,1.030269656,0.834123524,2.571313167,0.701583409,1.247267215,2.041162854,1.797151167,1.997439147,1.033251596,3.524278144,1.004164727,2.732400871,2.141513786,3.045273976,1.018086924,2.163358882,2.406380335,3.278902335,2.609165067
2.609165067,Fragment,Black,0.76,micro,NA,ut enim ad minim veniam,41.2294,-121.1373,Secondary,2.531214935,2.022750031,1.10805259,2.479290129,1.782263255,1.707358605,1.030269656,0.834123524,2.571313167,0.701583409,1.247267215,2.041162854,1.797151167,1.997439147,1.033251596,3.524278144,1.004164727,2.732400871,2.141513786,3.045273976,1.018086924,2.163358882,2.406380335,3.278902335,2.609165067
2.609165067,Fragment,White,2.06,meso_small,NA,Lorem ipsum dolor sit amet,41.9068,-120.538,Tertiary,2.652620085,1.500371443,2.761266084,1.446633716,3.840860567,1.356940326,0.199814417,1.32553038,1.864325014,2.211260902,2.925551371,1.261658139,1.190098708,2.774827233,1.470352334,1.190346016,1.710609726,3.230535305,1.623778077,3.084504767,1.233350957,1.0718024,1.663708697,2.306815901,2.609165067
2.609165067,Film,Clear,0.84,micro,polypropylene,consectetur adipiscing elit,41.4119,-120.4835,Primary,1.322413836,0.822524628,2.697424191,3.109715047,2.06083439,3.602411032,1.748880935,2.316048391,1.440903029,2.884161095,-0.027170655,1.276910153,2.235194359,2.778674956,3.03431184,2.034433324,1.383274406,2.189066965,0.592099524,2.89564008,2.296620678,1.087215541,1.65070955,1.182093848,2.609165067
2.609165067,Film,White,2.61,meso_small,NA,eu fugiat nulla pariatur,41.4273,-120.4658,Filtered,3.288713896,2.062136739,2.328312837,1.859544768,2.559726618,2.817848159,2.275300505,1.408723981,1.382174412,1.24978036,1.813524318,3.323897549,2.361557488,1.331125862,1.808732061,2.219312922,0.919598235,0.139754166,0.98596469,0.733103195,1.731589941,1.215075587,0.660669136,0.959276187,2.609165067
2.609165067,Fragment,White,2.18,meso_small,NA,ut enim ad minim veniam,41.2091,-121.1462,Secondary,1.495203083,-0.034658904,2.079521459,1.25236134,0.951478004,2.289517594,2.754688542,1.020400313,1.17918621,2.637017399,2.155402796,1.348163167,2.159307389,2.402874037,1.846433627,0.480653326,1.646242147,3.3922963,0.220022014,0.5697888,1.524253057,2.614241746,2.478115397,2.943965192,2.609165067
2.609165067,Fragment,White,2.18,meso_small,NA,ut enim ad minim veniam,41.2091,-121.1462,Secondary,1.495203083,-0.034658904,2.079521459,1.25236134,0.951478004,2.289517594,2.754688542,1.020400313,1.17918621,2.637017399,2.155402796,1.348163167,2.159307389,2.402874037,1.846433627,0.480653326,1.646242147,3.3922963,0.220022014,0.5697888,1.524253057,2.614241746,2.478115397,2.943965192,2.609165067
2.609165067,Fragment,White,1.39,meso_small,NA,Duis aute irure dolor in reprehenderit,41.7688,-120.3527,Primary,1.741002293,0.568352828,2.051536926,1.901952079,2.219752806,1.336618548,0.948766256,0.502253644,2.591786188,1.471123078,1.452229939,3.522919033,1.903294931,2.277517506,-0.109955265,3.141718868,2.395268722,0.857609147,3.238319645,1.649134582,0.690494871,1.013996019,3.339337688,2.264579659,2.609165067
2.609165067,Film,White,3.2,meso_small,polypropylene,in voluptate velit esse cillum dolore,41.712,-120.3912,Primary,3.089669092,0.873998031,3.670919289,0.950312516,1.725116703,3.637058902,1.804452566,0.250416519,1.669670367,2.115762316,1.713601673,1.896263189,1.283253009,2.907158445,1.250119293,3.491806426,0.42716199,1.992483604,1.544738291,1.741057279,2.029199026,2.166759495,2.376410565,0.457160866,2.609165067
2.609165067,Fragment,White,0.87,micro,NA,in voluptate velit esse cillum dolore,41.4216,-120.8733,Secondary,2.991441116,0.871959474,0.555876245,2.416997351,1.628322519,1.58656688,2.844708727,2.473516428,1.630952849,3.851807856,1.865553003,2.16897889,1.166389472,1.851059168,1.132703109,2.329972548,4.056463229,3.677346607,1.307237159,3.260159428,1.736724169,3.471338074,2.901862597,1.588168327,2.609165067
2.609165067,Fragment,White,1.67,meso_small,NA,Excepteur sint occaecat cupidatat non proident,41.6408,-120.4096,Tertiary,0.861854074,1.931241425,0.954444893,1.035881437,2.333883906,1.802565811,0.505499543,2.547225262,0.839662597,1.766604071,1.914794298,2.582699632,0.579182505,2.257088782,1.167312922,2.885016213,1.765780559,1.832965308,1.997991364,2.015357626,1.968888753,2.268512333,1.309402005,0.700629996,2.609165067
2.609165067,Fragment,White,2.73,meso_small,NA,in voluptate velit esse cillum dolore,41.6906,-120.3803,Tertiary,1.055619676,3.263351119,0.692896499,2.990466601,0.491775502,0.111311494,2.85567183,0.684856368,3.480210476,1.148223953,1.820731993,1.884629869,1.018463326,1.429273595,2.421276335,1.308094508,2.612503106,2.502833305,1.866480302,2.538289137,1.806047001,1.764588867,0.9755311,2.735523604,2.609165067
2.609165067,Fragment,Blue,0.51,micro,NA,ut labore et dolore magna aliqua,41.4099,-120.6935,Tertiary,0.622383918,0.481923997,2.693693921,-0.017300405,3.077590056,2.813221024,3.464069003,0.900239156,2.203589109,1.46841558,0.523786182,1.542521952,1.45808076,1.953771032,2.931523874,1.568512397,1.854126467,0.465228563,1.993335955,3.048523984,1.714772212,1.616092773,2.037641744,2.503899103,2.609165067
2.609165067,Fragment,White,3.43,meso_small,NA,eu fugiat nulla pariatur,41.5353,-123.1024,Filtered,1.997930375,2.222877675,1.616073676,0.841784203,3.874469986,1.786569327,1.176385979,1.900789794,1.21478549,1.473027666,3.450844476,2.902012215,2.548894018,1.178814454,0.36512831,2.33310956,2.72762367,2.309420956,0.761176672,0.433700806,2.826343039,2.282805655,2.518129601,2.713241491,2.609165067
2.609165067,Fragment,Blue,1.54,meso_small,polypropylene,Duis aute irure dolor in reprehenderit,41.6944,-122.518,Filtered,1.982739395,2.639017139,1.719363832,1.533265425,1.441389985,0.928370802,1.714649648,3.654220286,1.701889287,2.519822102,1.978232446,0.686261118,2.514523041,0.22678556,2.080679181,2.118655415,2.802001817,1.72253656,1.828577301,2.007461328,2.16104197,1.075815625,1.536420297,4.024746641,2.609165067
2.609165067,Fragment,Blue,0.35,micro,NA,ut enim ad minim veniam,41.1559,-124.102267,Tertiary,2.160741683,0.951590153,3.428441812,1.209593108,2.29891916,1.828590837,-1.599356047,3.407893647,1.104506456,0.772959714,1.523236963,3.364675412,2.80110872,2.84606984,0.022120315,1.108990858,3.596932133,-0.292457539,2.932333236,2.146648294,2.107141302,1.107570943,2.550254434,2.995286134,2.609165067
2.609165067,Film,White,1.2,meso_small,NA,ut labore et dolore magna aliqua,40.4786,-124.1077,Filtered,2.328712012,1.788331188,1.318276368,3.038659693,3.670115758,2.797773646,0.06427303,1.517017535,1.460833334,1.272417286,0.941128318,2.961117904,1.688831986,2.427241929,0.824319059,1.896303013,1.082164488,2.057578897,1.291646788,2.17464502,2.673696578,0.820715587,2.094239159,3.633509555,2.609165067
2.609165067,Film,White,2.43,meso_small,NA,ut enim ad minim veniam,40.8022,-123.4937,Tertiary,1.297850854,2.571188865,3.642365414,1.781518717,1.047591016,1.908438289,2.998418955,1.177326233,1.103556271,2.559232171,2.667242408,2.868793026,1.675225227,1.567824915,2.416967212,2.941417957,3.737831067,0.55919869,1.632282218,1.476098399,2.621548606,2.755806391,2.932765941,1.442382857,2.609165067
2.609165067,Fragment,Blue,0.24,micro,NA,Excepteur sint occaecat cupidatat non proident,40.5284,-122.4634,Primary,0.947868506,1.607259782,0.576504786,2.152425238,1.877590457,2.106508235,-0.764380907,3.48701741,2.609120797,1.950939833,2.007382884,2.84848486,0.438417132,0.868433925,1.82912008,1.189073615,1.837317672,1.699231393,1.06448849,1.627150702,1.742366536,0.888596835,1.69055519,2.162218812,2.609165067
2.609165067,Fragment,Blue,0.22,micro,NA,eu fugiat nulla pariatur,40.4071,-120.4362,Tertiary,2.752675145,1.63836716,3.012657441,2.46735573,3.897693386,2.782160078,1.922980031,3.166728764,2.549271986,4.045107678,2.273775248,4.606746139,2.894072381,0.524742567,0.758114023,1.3870609,1.518742412,2.648467316,1.853489028,0.879042815,0.85622517,1.528155078,2.866244025,0.557652704,2.609165067
2.609165067,Fragment,White,1.94,meso_small,polyethylene,Excepteur sint occaecat cupidatat non proident,40.5154,-120.6606,Primary,2.506383589,2.110372926,2.124123879,1.972053463,1.009001184,1.016444519,0.872601167,0.364045927,2.62847459,2.055307695,2.096563964,1.197839586,2.762903036,1.449878219,-0.315633943,0.852973206,-0.818260311,2.874324978,1.86700184,2.221842765,1.273428527,2.119195605,1.382484352,1.727417861,2.609165067
2.609165067,Fragment,Black,2.76,meso_small,NA,in voluptate velit esse cillum dolore,40.9678,-120.138,Tertiary,0.487424309,1.78188738,1.48837524,2.693921297,2.688980512,1.612822101,1.627176183,0.786125989,1.610340128,1.229552366,2.745213994,3.285933724,0.872942926,2.266008082,2.407488761,2.510129492,0.063478554,1.769344652,1.523042633,2.194917313,0.914636418,2.408309743,0.961219318,1.812330761,2.609165067
2.609165067,Fragment,Black,3.33,meso_small,NA,in voluptate velit esse cillum dolore,40.9694,-120.923,Primary,1.750503591,1.339154915,1.681107118,2.228273118,2.258451537,2.452116378,1.282936733,2.48583527,1.33457146,0.96522247,2.255677826,1.990384853,1.810662655,2.435902502,2.357579417,1.110442406,1.579257306,1.715334209,1.341764751,1.192637624,0.134414437,2.144504859,3.370951373,1.862094812,2.609165067
2.609165067,Fragment,Blue,1.59,meso_small,NA,Lorem ipsum dolor sit amet,40.9095,-120.987,Primary,1.035184846,1.711675978,3.031540002,2.45917731,1.511127388,0.589286783,1.664844465,1.690988263,-1.080411764,2.96275793,1.813987912,1.062356746,0.828012792,1.792154166,3.578085526,2.354067724,2.30529526,1.342975087,2.902883803,2.543593728,0.870378939,1.930127317,1.189262371,2.564318334,2.609165067
2.609165067,Film,White,3.53,meso_small,NA,in voluptate velit esse cillum dolore,40.5028,-121.1644,Primary,-0.01421375,3.517350115,3.357427213,0.508111261,2.158722026,2.904953563,1.702367983,-0.460128912,2.44333976,1.137261211,1.786095077,1.332822666,3.024627676,1.378320794,3.038564894,0.972468831,1.324057814,1.223683711,1.765008063,1.540558349,3.634080573,0.413122021,2.516972444,2.681743647,2.609165067
2.609165067,Film,White,1.82,meso_small,NA,ut enim ad minim veniam,40.4363,-120.9122,Filtered,1.969590027,2.615903213,0.336195131,0.829402252,1.538762337,0.872683617,2.223745544,1.943347004,1.006052047,1.971484731,2.530061458,0.359323729,1.714788782,3.163097487,1.602692096,0.922799333,1.545797445,1.049531093,2.313370558,2.250852882,1.677177084,1.598767374,1.484603149,2.659165479,2.609165067
2.609165067,Fiber,Other,6.46,meso_large,NA,consectetur adipiscing elit,40.3756,-120.5001,Tertiary,1.764738268,1.018526314,4.891403554,-0.153254584,2.514711722,2.075535037,1.572062131,3.264860664,3.370028779,1.265570204,2.016207998,2.797863509,0.817406496,1.685802649,1.711593897,1.759397818,0.930777107,1.044898169,3.184901153,2.168469516,1.825780681,1.625130991,1.458376742,2.251901734,2.609165067
2.609165067,Fragment,White,1.25,meso_small,NA,ut labore et dolore magna aliqua,40.4537,-120.9431,Tertiary,1.748518943,0.72346591,4.138254056,1.609257313,1.380319135,1.993872192,2.818807238,1.857704562,1.626641213,2.892659197,1.446542017,2.952263754,2.479212656,1.91205869,1.666330479,0.732537699,3.432502714,0.276073448,1.201671958,2.847474675,1.194932288,2.542836527,0.973256801,1.938673503,2.609165067
2.609165067,Film,White,3.47,meso_small,polypropylene,ut labore et dolore magna aliqua,40.852,-120.0947,Secondary,2.028573792,1.513938654,1.366248274,3.114417812,0.265909827,1.304636531,0.893884307,2.632329988,1.944946105,2.448810772,2.455933156,2.847284175,1.733605643,1.291138377,1.488353365,3.142322724,0.874045807,1.509042758,2.346385708,1.917481671,0.564336988,1.301297496,0.863836164,0.374806954,2.609165067
2.609165067,Fragment,Black,2.76,meso_small,NA,Duis aute irure dolor in reprehenderit,40.9243,-120.2778,Tertiary,2.623760715,3.022428833,1.777985061,0.961531516,2.561887238,2.028760244,1.791001367,1.068964263,2.686615478,1.923621396,1.510965343,3.594816646,2.05875363,2.161321059,0.084827188,2.092364778,2.256959634,1.819342504,1.377017551,1.273054636,1.700028159,1.841380819,0.957156691,1.096914305,2.609165067
2.609165067,Fragment,Clear,0.94,micro,polyethylene,Excepteur sint occaecat cupidatat non proident,40.3536,-120.5606,Tertiary,2.019145454,2.096931521,1.24277767,2.116926228,2.846951276,1.66377578,-0.041824772,1.744551866,1.241434512,3.152467348,0.604870902,1.733574279,0.643592274,2.437948486,2.250153696,1.54246168,1.998353888,2.366841265,1.04227958,1.301917481,2.042127476,2.518998704,2.648064048,1.178803312,2.609165067
2.609165067,Fiber,Black,1.8,meso_small,NA,ut labore et dolore magna aliqua,40.6806,-120.3891,Tertiary,1.284860253,1.208871611,1.752420839,2.229380698,1.935127215,2.634014692,2.272486972,2.682708543,2.231082897,0.444825898,3.821169371,2.59283004,2.081983986,2.330010024,2.572964906,0.581279286,1.903609858,1.913710413,1.344412354,3.060527813,2.020775661,1.465543882,2.606351363,2.215695969,2.609165067
2.609165067,Fragment,White,2.19,meso_small,polyethylene,in voluptate velit esse cillum dolore,40.7163,-120.487,Secondary,1.179131574,2.623554733,2.496377471,2.048559346,1.093979931,0.63384839,1.967343146,1.704646972,2.891728802,1.718762883,1.648938847,1.854587467,1.736821717,2.226156472,1.092870425,-0.290535562,2.182032072,2.745239299,1.959943773,2.444919905,2.442668058,0.898758102,1.507079955,1.349740153,2.609165067
2.609165067,Fragment,White,2.95,meso_small,NA,sed do eiusmod tempor incididunt,40.6991,-120.5338,Tertiary,1.717761032,1.71636077,1.927823831,1.581611301,1.404418678,2.994663919,2.544573881,1.77766809,2.033086652,0.66171101,1.5313875,1.533906161,1.880573104,3.018516981,1.351473979,3.165482513,1.448548916,0.329224484,2.062529754,1.110615679,1.748187511,0.114495493,3.667759343,2.357194466,2.609165067
2.609165067,Fragment,Other,0.5,micro,NA,in voluptate velit esse cillum dolore,40.7289,-120.5146,Secondary,2.112418654,0.834443099,2.00700567,1.283334395,0.658913344,1.609653916,0.59068363,1.998968773,3.465656822,2.0437712,3.511378338,1.406486909,1.106914914,2.331961605,1.740827724,3.447162053,2.079965002,2.185547503,3.944569642,3.078062274,1.385841402,1.081114391,2.105127082,2.262881852,2.609165067
2.609165067,Fragment,Clear,2.57,meso_small,NA,Lorem ipsum dolor sit amet,40.8362,-120.7837,Tertiary,0.906795079,2.24745686,3.156446437,1.266698492,0.596214273,1.172895088,1.350263896,0.932738748,1.467651659,2.616486252,3.244453638,0.744087142,1.712847286,1.135197286,0.559801469,2.584994846,3.120609788,1.516803897,2.377256851,1.824883193,2.460781298,1.971835659,1.970520927,0.769455182,2.609165067
2.609165067,Other,White,4.19,meso_small,polypropylene,ut labore et dolore magna aliqua,40.3682,-120.6415,Disinfected,1.67085973,3.196942327,-0.133121508,1.851084701,2.847010349,0.886010032,0.755373637,1.101679592,2.590014845,2.157021633,0.156777783,2.215502505,1.515200433,1.165919294,1.21822704,0.974216981,1.606457247,1.281567221,1.864545513,1.035089257,2.078222858,2.125716359,3.460201213,1.488799012,2.609165067
2.609165067,Fragment,White,0.6,micro,NA,ut labore et dolore magna aliqua,39.832,-122.5237,Filtered,2.699510591,2.223585381,1.396510662,2.996402704,-0.003283399,2.800134292,1.764912136,1.444328981,2.482209919,1.069112045,1.614783874,0.897097058,1.790421366,1.267571316,1.006455728,3.098199394,2.96120309,1.90416252,1.30622163,0.863753561,1.035827098,1.75066823,2.079788418,2.533310042,2.609165067
2.609165067,Fiber,Blue,3.92,meso_small,anthropogenic,Duis aute irure dolor in reprehenderit,39.8369,-122.5259,Secondary,1.738772797,2.00699975,1.96449592,1.126690165,2.334550133,0.46115446,1.100083358,0.960590966,2.035100903,1.536175851,-0.255730586,2.276499294,2.202632998,1.399937616,1.119495902,2.562493875,1.422991315,1.552093132,1.526494593,3.23047313,1.527372843,2.542088781,1.466678727,1.19263146,2.609165067
2.609165067,Fragment,White,0.88,micro,NA,Excepteur sint occaecat cupidatat non proident,40.1137,-120.9618,Secondary,1.211626917,1.249302205,1.135986131,1.72604008,1.492328331,1.958732556,1.566302867,2.856015088,2.997164401,1.34086126,1.320314676,1.767920199,3.427961973,3.45951592,2.297993216,0.65485252,1.716846692,1.845565024,0.314976539,3.721675819,1.19779631,2.393610872,1.050673194,1.432714822,2.609165067
2.609165067,Film,White,3.3,meso_small,polyethylene,ut labore et dolore magna aliqua,39.9577,-121.1336,Filtered,1.589005169,2.343219199,2.783207651,1.924166258,0.651346367,1.302963095,2.832609193,1.05129843,1.708880166,1.438818799,1.66444377,2.864392063,2.626820961,1.313370872,2.416629288,3.433553129,1.866285302,2.01080296,2.090525208,0.321754705,1.865835195,0.298988747,1.608372231,2.538584769,2.609165067
2.609165067,Film,White,1.56,meso_small,NA,Lorem ipsum dolor sit amet,39.3607,-123.6157,Tertiary,2.831159625,0.879202276,1.437544468,2.542428373,1.627806064,1.149016431,3.483266013,1.731841855,1.689945051,1.651103531,1.64820866,2.225998789,1.732481458,1.848615902,1.891817175,0.303082302,1.482507146,1.45359063,2.438998675,2.167208055,0.951472488,1.482948392,2.318936332,1.342702962,2.609165067
2.609165067,Film,White,3.54,meso_small,polypropylene,consectetur adipiscing elit,38.6262,-123.1869,Filtered,2.326823892,0.358811267,1.452127288,1.628859562,1.666623531,1.691905053,0.1103444,3.044842015,1.953392361,2.487702763,0.675100728,0.87486098,0.648192233,2.346535501,1.507729829,0.125882607,1.559479538,0.985459315,2.636288544,2.731192452,2.014478904,0.498281779,1.184698659,2.236452213,2.609165067
2.609165067,Other,White,6.06,meso_large,NA,Lorem ipsum dolor sit amet,39.8379,-120.4299,Primary,2.940161052,1.796769438,2.897584957,2.405138526,2.909456202,1.888000632,0.622901984,1.450288853,2.446071325,0.921825181,1.439977084,1.888467476,0.328292893,1.552578864,1.664597628,2.310716829,2.110258591,2.313864165,1.372198956,2.121033686,1.56164108,2.606972683,1.872024819,0.683478337,2.609165067
2.609165067,Film,White,0.88,micro,NA,Excepteur sint occaecat cupidatat non proident,39.7065,-120.6789,Secondary,1.959744328,1.804593691,2.580731658,0.498530797,3.978263712,1.505860815,2.885324885,1.187329402,1.042443697,1.429310636,1.676201017,0.097017917,2.166369823,3.00161613,3.804195049,0.834232248,0.152640578,2.367170211,1.681049419,2.570889807,2.6022804,-0.238641031,2.218670325,2.902132412,2.609165067
2.609165067,Fragment,White,1.32,meso_small,NA,quis nostrud exercitation ullamco laboris,39.6539,-120.3074,Disinfected,2.201974688,3.94809162,1.701231634,2.477208418,3.463816641,1.167630467,1.903956518,2.028886249,0.71836578,3.103728272,0.980338897,0.647053865,2.69284396,0.664102895,1.701102968,-0.059017512,3.467010103,2.118935911,1.010946305,2.653574918,1.148630874,1.444512301,3.384906462,1.631586952,2.609165067
2.609165067,Fiber,Black,1.77,meso_small,NA,quis nostrud exercitation ullamco laboris,39.6276,-120.0024,Secondary,1.336650208,0.74898648,1.542723885,1.921578366,3.288812377,2.486721264,0.951687133,1.861750447,0.940095783,2.561422026,1.600145719,2.627057274,4.324067454,2.911161096,1.469874291,0.657714753,1.676526418,2.295003318,2.551157313,2.925030338,0.615133931,2.248287575,3.037609909,1.530882616,2.609165067
2.609165067,Film,Clear,1.31,meso_small,polypropylene,eu fugiat nulla pariatur,39.3236,-120.2372,Secondary,2.376244737,1.988157392,0.541913963,0.856804146,3.278892689,2.426041851,2.456705429,2.014418968,1.380567899,2.576573683,0.796271411,2.988813149,2.554313094,2.568378165,1.6751447,4.453151365,2.160769124,2.058924676,0.67808641,1.043846335,0.675961933,0.978310246,0.8511285,2.959253239,2.609165067
2.609165067,Film,Clear,1.31,meso_small,polypropylene,eu fugiat nulla pariatur,39.3236,-120.2372,Secondary,2.376244737,1.988157392,0.541913963,0.856804146,3.278892689,2.426041851,2.456705429,2.014418968,1.380567899,2.576573683,0.796271411,2.988813149,2.554313094,2.568378165,1.6751447,4.453151365,2.160769124,2.058924676,0.67808641,1.043846335,0.675961933,0.978310246,0.8511285,2.959253239,2.609165067
2.609165067,Fragment,Clear,0.93,micro,polyethylene,ut enim ad minim veniam,39.3024,-121.028,Disinfected,1.383209657,2.554612014,1.212641729,-0.246109444,2.66509182,3.30831025,0.796074818,0.994598207,2.607615554,3.013847896,-0.65412153,1.496432973,2.131310989,3.878225305,1.360231929,2.288750285,2.181450464,0.882558818,1.929473198,3.188547495,2.309908078,1.837288522,2.703607439,1.914506964,2.609165067
2.609165067,Fragment,White,1.49,meso_small,NA,ut enim ad minim veniam,39.2879,-120.6847,Filtered,0.566567603,2.773941565,4.156608278,1.509155816,1.42949555,0.952292066,1.706290938,1.225061605,2.181737451,2.082849166,1.715999152,1.45548219,1.85608664,1.719381403,2.021989523,0.634896848,2.575930215,2.243494116,1.063261345,2.478742215,1.11364764,-0.082177314,2.997256482,1.579034003,2.609165067
