"MicroplasticConcentration","Morphology","Color","Width","Polymer","AnalysisOrganization","Latitude","Longitude","TreatmentLevel","MicroplasticConcentration2000","MicroplasticConcentration2001","MicroplasticConcentration2002","MicroplasticConcentration2003","MicroplasticConcentration2004","MicroplasticConcentration2005","MicroplasticConcentration2006","MicroplasticConcentration2007","MicroplasticConcentration2008","MicroplasticConcentration2009","MicroplasticConcentration2010","MicroplasticConcentration2011","MicroplasticConcentration2012","MicroplasticConcentration2013","MicroplasticConcentration2014","MicroplasticConcentration2015","MicroplasticConcentration2016","MicroplasticConcentration2017","MicroplasticConcentration2018","MicroplasticConcentration2019","MicroplasticConcentration2020","MicroplasticConcentration2021","MicroplasticConcentration2022","MicroplasticConcentration2023","MicroplasticConcentration2024"
1.816745656,"Fiber Bundle","Green",0.85,"Poly(ether)ketones (polyketones)","consectetur adipiscing elit",34.1683,-117.9931,"Filtered",2.509056639,1.304742497,2.419525165,2.093261306,0.9187025,2.037015783,2.281902662,1.562736002,3.722105208,1.489756412,2.501378774,0.957115285,3.299155951,-0.593268818,2.406307026,1.520021255,2.545814558,0.616490254,1.807142675,2.793250547,0.637114055,1.954083748,1.325582193,2.812735327,1.816745656
1.816745656,"Fiber","White",2.74,"Polyacrylamides","Lorem ipsum dolor sit amet",34.172,-118.0787,"Filtered",1.389499533,3.247222768,1.535567655,0.345061673,0.048803661,1.213795441,1.220132399,2.370054074,0.632211669,1.866741317,2.302214038,0.873906223,-0.061508233,1.465118927,1.54143746,0.945475687,0.83009064,0.717906921,0.356278666,1.564068425,0.592966926,-0.129749053,1.711316557,1.89918667,1.816745656
1.816745656,"Foam","Other",0.96,"Polyurethanes (isocyanates)","quis nostrud exercitation ullamco laboris",34.2004,-118.3043,"Tertiary",2.027048798,1.831931361,2.84428724,2.595709865,1.95073972,1.761918371,0.957800269,3.453976055,1.06467365,1.313145036,2.045467361,2.327823347,1.913908552,1.981535121,1.041108974,1.027591662,2.444247201,3.181017817,1.83585535,0.736929586,1.534634314,2.073848093,0.837630835,2.058380168,1.816745656
1.816745656,"Film","Transparent",0.38,"Polyethersulfones (polysulfone)","sed do eiusmod tempor incididunt",34.1956,-118.297,"Primary",1.545467268,2.592834095,1.801834153,2.028237501,2.357841993,2.090854677,2.711509892,2.003533912,0.90945357,2.388810593,1.045909182,2.070787867,3.41708511,-0.171069508,2.627792052,2.091386436,1.115460576,1.331752947,2.63596628,2.752914395,0.556035043,2.92121599,2.434623177,1.478538832,1.816745656
1.816745656,"Sphere","Yellow",0.34,"Polyvinylesters","ut enim ad minim veniam",34.3296,-118.4471,"Disinfected",1.919981691,1.746064941,0.267212464,0.214498759,3.445076294,0.014243646,2.660251347,1.474910613,0.693740225,2.454673779,2.196189874,1.880953887,1.478913248,2.999582115,-0.448945983,1.447535451,1.557877701,0.91230878,2.603005358,2.005124655,3.459806042,1.939793184,1.695566999,0.881506236,1.816745656
1.816745656,"Foam","Yellow",1.08,"Polymethacrylates","ut labore et dolore magna aliqua",34.3256,-118.4593,"Secondary",1.035706921,1.585713759,1.74641881,1.680558278,1.036274117,0.956245506,2.130882497,1.316188142,1.9992443,2.172590908,2.523659471,1.880852141,1.106521353,1.351099596,1.344122743,1.694569562,1.429487124,2.642037042,2.148659729,1.145464312,-0.269908955,2.677969993,2.362272492,0.766872587,1.816745656
1.816745656,"Rubbery Fragment","Black",0.99,"Polycarbonates","consectetur adipiscing elit",34.1414,-117.8209,"Disinfected",0.664614793,2.536197702,2.234797652,2.687452099,1.413397853,0.65493616,2.243410482,0.806696841,1.967689048,1.154926278,2.012142882,2.993397269,2.02156117,2.851329548,2.321574793,0.882872874,-0.508795053,2.006117968,0.906094197,2.111233611,1.24459637,3.628181685,2.264588483,2.11213321,1.816745656
1.816745656,"Fiber Bundle","Pink",0.73,"Cellulose derivatives (ether cellulose)","eu fugiat nulla pariatur",34.175,-117.8813,"Primary",3.619514871,0.420028141,2.934226153,2.464156116,1.738568501,0.730261583,2.118604312,2.018907841,1.502153947,0.975956787,3.736308468,1.885562295,1.081924441,1.399271551,2.740592081,2.013939359,2.255742645,0.658436475,2.408724069,2.168732177,0.696569082,0.69844667,1.023230812,-0.186849766,1.816745656
1.816745656,"Fiber Bundle","Yellow",0.99,"Polymethacrylates","sed do eiusmod tempor incididunt",34.3808,-118.5814,"Disinfected",2.372080522,2.262797344,1.88927776,1.271596217,2.047716682,3.222274373,2.200966945,2.29129367,1.381989203,1.848109785,1.220046476,2.483856309,0.36636378,0.449125174,1.128732793,1.781156638,1.728398184,0.447891709,4.17743553,1.821026048,2.130955794,-0.564477521,0.902487503,0.346246068,1.816745656
1.816745656,"Rubbery Fragment","Blue",1.18,"Polyethersulfones (polysulfone)","consectetur adipiscing elit",37.9408,-122.6387,"Filtered",0.717790402,2.187049541,0.102518452,2.646205173,1.122366071,2.892754458,2.004624966,1.989194872,2.398040572,1.250526873,2.41715224,1.975992688,1.388393192,2.440017021,1.537332717,1.342900292,2.12109387,0.187922298,0.533575244,3.502299249,1.637224502,2.313751548,1.75590666,3.320676477,1.816745656
1.816745656,"Fragment","Other",0.72,"Polydienes (butadienes, isoprenes)","Excepteur sint occaecat cupidatat non proident",37.9476,-122.5963,"Filtered",1.289567639,-0.572121289,1.839810502,1.480905124,2.665624899,2.51824085,0.656925787,2.150471966,0.012599645,1.353186359,0.279077017,1.405498562,-0.23626092,1.565356458,2.330237433,1.020975363,4.011476981,2.539437266,3.634092255,2.190190779,2.311956755,2.09854014,0.931812896,2.594005806,1.816745656
1.816745656,"Foam","Green",1.45,"Poly(ether)ketones (polyketones)","ut enim ad minim veniam",37.9553,-122.5752,"Disinfected",0.776558774,2.164549307,0.764292745,2.176681169,1.496335354,1.504290517,0.047904134,1.700382769,3.003823649,2.823077466,4.24053027,2.157299936,1.009610231,1.762977586,2.820582891,2.380927313,1.968593236,1.653167567,1.171332263,1.050271901,2.07288319,-0.219304103,1.192234406,0.258111551,1.816745656
1.816745656,"Pellet","Pink",0.69,"Polyurethanes (isocyanates)","consectetur adipiscing elit",37.9575,-122.6098,"Disinfected",3.799592319,-0.101454974,0.963583437,2.664910761,2.715502811,2.893580329,0.658048909,2.255892834,1.93266241,2.359699226,1.111681409,2.973149859,2.166358527,1.572678354,1.268823391,1.966167114,3.66048112,1.795262239,2.405191955,2.440755115,2.741145638,2.481386696,2.745491241,2.209774794,1.816745656
1.816745656,"Pellet","White",2.17,"Polyamides (polylactams)","consectetur adipiscing elit",37.9977,-122.7029,"Primary",3.007813645,2.424867906,0.919348257,2.184378456,0.380187494,0.744701918,2.948980295,1.095876403,2.598032313,3.498901388,0.697309099,1.264999133,2.49878881,1.716798959,1.757294722,0.996113398,2.223518178,1.90434834,1.301570208,1.501322536,1.652453121,1.747198254,2.813559569,1.483379456,1.816745656
1.816745656,"Rubbery Fragment","White",1.83,"Polyphenylenes (polyaromatics)","Excepteur sint occaecat cupidatat non proident",38.077,-122.7552,"Tertiary",1.59865242,1.430033901,1.121581248,1.252464845,1.690577617,0.052581183,0.835243085,1.637336612,1.763347664,2.393698692,0.997984861,2.421289781,1.83280672,1.264643062,2.197817036,3.112366574,2.629796699,0.269384523,1.351182586,0.84559839,0.915870963,1.142968464,3.475575337,1.541661921,1.816745656
1.816745656,"Fragment","Black",0.99,"Polyesters","quis nostrud exercitation ullamco laboris",38.1523,-122.7815,"Primary",2.320705184,1.214738876,2.851240479,2.567947658,2.144359429,-0.868428498,2.371548386,1.800336297,1.859316025,1.805608162,2.05558885,0.993030844,1.75810002,1.419769455,0.808056876,1.348177324,1.070135768,1.912866331,2.366191288,0.999859029,2.309981385,0.712659304,2.059813459,0.660494483,1.816745656
1.816745656,"Foam","Other",1.13,"Polymethacrylates","Lorem ipsum dolor sit amet",34.4929,-119.5083,"Secondary",1.465383373,1.829379012,1.092727355,3.155215964,1.395842618,2.03854341,2.548509892,3.016685621,1.579660119,0.689762035,0.914942666,1.223449754,1.754207946,1.488181825,2.125952771,2.847147932,2.314776677,2.136340309,0.345381969,1.930552491,1.14329881,1.27130842,1.778352189,2.537860531,1.816745656
1.816745656,"Foam","Grey",0.52,"Polyethersulfones (polysulfone)","consectetur adipiscing elit",33.842,-117.4624,"Primary",1.410084698,3.061979782,1.443299591,1.005485365,1.407905268,1.86807205,1.999746894,-0.004080396,1.335110318,2.59889125,1.359581601,2.039812761,2.312060947,2.740880842,0.844661966,1.898723436,1.197540518,1.749348286,1.870180686,0.532584123,1.658075912,1.353499928,1.65190091,2.684783153,1.816745656
1.816745656,"Pellet","Black",0.88,"Polyvinylesters","ut enim ad minim veniam",34.2999,-114.1663,"Tertiary",1.131071264,1.267989141,2.000008326,1.672748549,1.26583534,1.12974154,2.124733052,3.866064026,2.735668346,1.091365023,2.050217459,2.280178066,0.464473594,0.628088575,1.831949081,1.030797781,1.261302697,2.5493589,1.48921009,1.354278693,1.845683897,2.373682158,1.750059907,2.191865995,1.816745656
1.816745656,"Sphere","Yellow",0.87,"Polydiglycidyl ethers (polyepoxides, polyhydroxyethers, phenoxy)","eu fugiat nulla pariatur",34.279,-114.2227,"Filtered",1.304349799,2.334022929,2.630830345,2.732017213,1.927875543,2.272437664,2.416551747,1.209840412,1.912019698,3.004469177,1.6177686,3.516467161,1.5398755,2.47157448,2.817230029,0.401100439,1.426241222,1.014953141,0.309236991,2.027343685,2.876927994,1.393695685,0.253157157,2.161606033,1.816745656
1.816745656,"Foam","Orange",0.84,"Polyacrylamides","sed do eiusmod tempor incididunt",33.7721,-118.3205,"Secondary",3.310175461,2.140235395,1.23995708,1.074448693,2.963048525,1.873339297,3.249498518,2.799548498,0.747322698,3.677583007,1.88788079,1.476769503,2.595301568,1.764233857,1.142905304,0.75335025,1.967691622,0.960256137,2.401174145,1.345001638,3.232142377,1.698717884,1.568626672,2.250662294,1.816745656
1.816745656,"Rubbery Fragment","White",0.86,"Polyolefins (polyalkenes)","Lorem ipsum dolor sit amet",34.0507,-118.1155,"Primary",1.787233624,0.781883872,1.097466104,0.299653881,0.920534446,1.565232637,1.833749867,1.598592424,2.203718332,1.003003468,1.006213382,0.674638854,1.335950382,2.524329965,2.302685465,1.809368862,1.320650254,1.649336626,1.667702873,3.868702621,1.706075964,2.589490532,2.556328412,2.467417472,1.816745656
1.816745656,"Foam","Black",1.03,"Polyurethanes (isocyanates)","sed do eiusmod tempor incididunt",33.9367,-117.8842,"Primary",1.94201088,0.280318297,1.372238541,1.393602236,1.747059193,2.973699037,1.559637973,1.579441021,1.036162484,1.040937763,1.361356061,2.393879874,0.849904737,1.833146296,2.276643421,1.942078199,1.270005971,1.991543016,1.787094557,2.397638435,0.63832895,3.431134112,1.496219944,2.937531909,1.816745656
1.816745656,"Sphere","Purple",2.39,"Polyurethanes (isocyanates)","ut enim ad minim veniam",33.9134,-117.8225,"Primary",2.053169461,0.055607776,0.788851197,2.788141577,1.404439355,3.121735601,1.278887199,1.71929464,-0.093363386,2.596429464,1.400164111,0.556214177,1.983873433,0.07638861,1.351202092,1.034403577,3.031492896,-0.10247994,1.208800049,0.819957555,0.758663785,1.377709411,0.792965742,1.275929503,1.816745656
1.816745656,"Film","Transparent",0.97,"Polyacrylonitriles (nitriles)","quis nostrud exercitation ullamco laboris",33.9109,-117.8193,"Disinfected",2.936409452,2.327922819,2.657318675,0.619017622,3.097845011,2.766645928,2.673506722,-0.341823515,1.728506924,1.732024556,3.296635353,1.550425816,2.234779835,0.392371775,2.492098695,1.73148801,1.568694759,1.876520979,1.878933386,1.058383106,1.414668006,0.684217719,1.092666349,3.086090359,1.816745656
1.816745656,"Rubbery Fragment","Pink",3.15,"Poly(ether)ketones (polyketones)","Excepteur sint occaecat cupidatat non proident",34.1099,-117.784,"Tertiary",1.37451803,1.804460993,-0.113549989,1.613695925,3.557446883,2.368401971,1.927213063,4.405082873,1.746534877,2.685991801,1.526871449,2.371404333,2.096181947,0.957473469,1.375216939,2.983273064,0.595570949,2.937885496,3.032823187,2.219637978,2.039181987,2.09964743,1.408449607,1.627813041,1.816745656
1.816745656,"Rubbery Fragment","Other",0.53,"Polyurethanes (isocyanates)","Duis aute irure dolor in reprehenderit",33.5961,-117.0703,"Filtered",0.948932766,3.488526491,1.364131044,2.694743127,2.282776755,0.94093081,2.807337887,2.065837058,2.242297576,2.553296605,1.256588509,1.198354624,2.392218485,1.818993761,2.470469846,1.820324155,0.744384149,0.7830146,1.760799573,1.773176518,2.484608584,3.023120896,0.655920749,1.701402875,1.816745656
1.816745656,"Rubbery Fragment","Other",1.68,"Polyhydroxy(meth)acrylates","ut labore et dolore magna aliqua",34.1395,-117.7542,"Tertiary",3.332318769,2.347932527,0.548189317,1.877412676,1.894727009,1.613675661,0.628528674,2.434049473,3.059244568,1.818714363,2.44842524,2.812536741,0.911147717,1.885761352,2.416398845,1.880473064,0.787568141,1.624735481,1.67830581,2.305247958,0.422954783,1.534234966,2.005400367,1.612072395,1.816745656
1.816745656,"Pellet","Red",0.62,"Polyvinylesters","ut labore et dolore magna aliqua",33.9208,-117.3216,"Filtered",1.44142336,2.594489405,0.087587178,2.341897649,3.055903647,1.795829015,1.428365926,1.304504769,2.649560353,1.093670947,2.584354147,0.35440566,2.613596912,1.508361945,1.27829083,2.264448307,2.332176116,1.495388607,2.077820367,1.468516496,1.6969378,0.408675872,2.261026128,2.58819242,1.816745656
1.816745656,"Fragment","Black",0.75,"Polyhaloolefins (vinylhalides)","quis nostrud exercitation ullamco laboris",33.5764,-117.0807,"Primary",1.189612384,3.027438996,1.861093576,3.286122515,1.42315459,1.969112718,1.611434389,1.190102924,1.149811739,2.958000747,1.866297332,-0.615078617,2.451181876,1.49286868,1.250597015,3.087717422,2.048510613,1.009931439,1.590385773,-0.970967574,1.033299314,1.879012793,2.190497212,1.679034499,1.816745656
1.816745656,"Fiber","Green",0.44,"Polystyrenes (polyphenylethylenes, -methylstyrene)","ut labore et dolore magna aliqua",33.9212,-117.3236,"Tertiary",0.731187654,1.388224786,3.209530834,2.640112678,1.784739428,2.834075956,2.286898211,3.044717381,2.340802357,1.233371499,2.692245321,3.421841014,2.083586879,2.023561321,2.092886602,0.269208047,0.703117163,2.155348705,1.849543687,1.069161848,1.383779958,1.681245003,2.743729739,0.405328599,1.816745656
1.816745656,"Sphere","Orange",1.64,"Polystyrenes (polyphenylethylenes, -methylstyrene)","in voluptate velit esse cillum dolore",33.9231,-117.315,"Primary",0.687916068,2.291141908,3.295644785,2.363578369,2.773616184,0.56754571,2.419703026,2.541230053,1.903617337,2.68947519,1.198100437,2.476273504,2.28408005,0.682700852,0.948380625,0.713125347,1.489516619,2.318641361,2.456956056,0.401898791,0.566613115,2.029978247,2.227871371,0.904813634,1.816745656
1.816745656,"Rubbery Fragment","Other",0.91,"Polyphenylenes (polyaromatics)","in voluptate velit esse cillum dolore",33.6811,-117.0661,"Tertiary",1.322789961,2.61154823,1.332791977,2.274070452,1.929923802,0.62458132,1.643121095,2.834352482,2.281950996,2.534728217,3.045026141,3.427327249,0.523159296,1.33817611,0.926074863,0.2484987,1.775012785,0.990448515,3.568787733,1.835925299,1.498016505,0.204242958,1.637491247,1.878849546,1.816745656
1.816745656,"Sphere","Purple",0.79,"Polyacrylonitriles (nitriles)","Excepteur sint occaecat cupidatat non proident",33.676,-117.0704,"Secondary",2.387513278,3.05867442,1.212935499,0.800733357,1.410829715,1.781858165,2.038033169,1.553795098,1.487017997,-0.006429936,1.10526127,2.199493983,3.587114181,0.764046689,2.794134376,0.862915375,2.64394014,1.950581491,1.506571712,3.013685513,2.320507672,1.866915502,2.092156472,1.69119381,1.816745656
1.816745656,"Fragment","Purple",0.49,"Polyvinylketones","Duis aute irure dolor in reprehenderit",33.6805,-116.9802,"Filtered",2.826871639,2.516736273,1.354721296,2.585111126,2.000734444,0.521599294,0.801695836,0.642842026,1.234179104,0.12156649,2.522236159,1.83219998,1.271773762,3.073038333,2.83998681,2.483915292,3.515469692,0.471036543,1.740045663,1.415141188,2.019381884,2.335729668,1.152635401,2.972455482,1.816745656
1.816745656,"Fiber Bundle","Pink",0.86,"Polyvinylalcohols","eu fugiat nulla pariatur",33.8361,-117.3643,"Secondary",2.467551171,2.211686222,2.46980385,2.319733826,1.435643458,2.832997424,3.651303033,1.292807954,2.753016958,1.094909276,1.201600142,2.152565064,2.874042179,-0.006539459,1.507809538,2.158056796,2.665830235,1.369136717,3.345187202,1.694474717,2.167149535,1.28298876,0.773971354,1.036144504,1.816745656
1.816745656,"Foam","Brown",0.78,"Polyacrylamides","Lorem ipsum dolor sit amet",33.9115,-117.8215,"Disinfected",1.510655892,1.05994924,-0.452753506,2.196030647,3.50580804,1.685296745,1.604480469,3.321461904,1.934522078,3.288711971,3.007151344,1.227178202,2.928657333,0.04880969,2.588341018,2.036882241,1.088468459,1.279945099,1.712253572,1.023687275,1.271859841,1.849638974,1.645113753,2.915744177,1.816745656
1.816745656,"Pellet","Black",1.18,"Polyphenylenes (polyaromatics)","in voluptate velit esse cillum dolore",33.3959,-117.1876,"Primary",1.888866421,2.487177771,2.056754133,1.886588984,1.493178193,-0.569863034,1.747794642,0.433296919,2.438895377,1.367210525,1.817534171,3.061493105,0.610712652,0.34973805,1.965204335,1.936712967,1.638466628,0.867987332,2.848836819,2.311401019,1.286142699,2.495781045,1.368249493,1.34375598,1.816745656
1.816745656,"Film","White",0.34,"Cellulose derivatives (ether cellulose)","Lorem ipsum dolor sit amet",38.6814,-120.9934,"Filtered",1.206110358,2.282359377,1.473243628,0.700124931,2.675835161,1.622471921,1.520031533,3.415785521,1.262159499,1.609771485,0.899216336,1.398852051,1.420469781,1.759730297,2.048173292,1.205419737,-0.043480078,2.360485306,1.672410195,1.865099006,1.753482143,1.616346512,2.463795076,3.957956768,1.816745656
1.816745656,"Film","Pink",1.8,"Polyolefins (polyalkenes)","in voluptate velit esse cillum dolore",40.5922,-122.3944,"Tertiary",1.194835966,2.402041564,1.1709679,1.972692855,1.836513154,2.024338505,0.948398346,1.397336488,-0.636864574,1.424043045,1.442689697,1.541175735,1.80903363,1.810029927,1.746098151,1.760047507,0.345717475,2.91678236,2.992837169,1.958634145,1.996709609,1.273121255,0.996965534,1.28962135,1.816745656
1.816745656,"Fiber","White",9.1,"Poly(ether)ketones (polyketones)","Duis aute irure dolor in reprehenderit",39.0516,-121.3179,"Filtered",2.625712775,2.213917459,0.043518234,2.956490012,3.023836903,1.146571235,2.611664245,0.435484749,1.41718695,-0.524447342,2.083207235,1.097008125,1.022902157,1.392276973,3.114732376,2.062143359,0.854733953,1.585189721,0.374102684,1.513022805,2.632849358,0.496548632,1.352254052,0.301688874,1.816745656
1.816745656,"Sphere","Black",0.49,"Polyacrylates (propenoates)","Excepteur sint occaecat cupidatat non proident",39.0421,-121.3322,"Tertiary",0.928311598,1.65520171,1.651639077,1.28907899,2.66686846,0.704804001,0.213000616,0.819638215,1.963699084,3.018949931,1.858686124,2.184573354,2.153237108,1.325941044,0.397465683,2.865787577,0.347670431,2.794521299,1.627993215,1.099753847,2.293435814,1.802897122,4.168109077,4.381869389,1.816745656
1.816745656,"Film","Brown",0.8,"Polyacrylonitriles (nitriles)","consectetur adipiscing elit",38.7163,-120.6925,"Tertiary",3.58207015,1.766833675,0.36246669,0.226877339,1.25598929,1.84713021,1.550682205,2.147963589,3.630482853,2.60298184,0.338685762,0.720431553,1.721709407,2.376455293,3.051561976,1.15249132,1.791277832,2.540753673,0.660869023,3.596262858,2.751011408,1.488384541,0.844339816,1.688610517,1.816745656
1.816745656,"Pellet","Other",0.88,"Polyvinylesters","eu fugiat nulla pariatur",38.7417,-120.7078,"Primary",1.754816097,2.449485772,1.821820674,3.477321652,2.087443795,2.928736042,1.947009147,1.579437091,1.807803933,2.051674945,2.999994509,1.674077021,1.340544513,0.668792885,2.477644524,2.857470535,3.228349268,1.660550786,1.812273255,2.562507195,2.20850748,0.932111688,2.304878611,2.269613043,1.816745656
1.816745656,"Pellet","Yellow",0.95,"Polyvinylalcohols","quis nostrud exercitation ullamco laboris",38.6818,-121.0265,"Filtered",2.027132333,1.988805165,1.03611932,1.331450551,1.705243286,1.407212591,0.523310445,-0.479036766,-0.200383172,0.693552163,1.746608547,-0.252475497,1.152855347,1.770217589,2.118714604,2.416583966,1.474062243,2.133101775,1.617792802,1.198685638,1.446105087,3.60666701,2.423130501,1.116811526,1.816745656
1.816745656,"Fragment","Pink",1.41,"Polymethacrylates","eu fugiat nulla pariatur",38.639,-121.0586,"Primary",1.175801116,1.093996068,1.876869819,2.854123468,2.284607687,2.827283296,2.789944901,1.506690487,1.405607532,3.037239058,0.280045662,2.058687746,2.624650482,1.709646371,2.415045008,2.430407557,2.537616061,2.326074396,0.867895033,1.101937638,1.533186967,-0.07716053,2.838392173,2.624200519,1.816745656
1.816745656,"Foam","Pink",0.91,"Cellulose derivatives (ether cellulose)","Excepteur sint occaecat cupidatat non proident",38.835,-120.0449,"Secondary",1.322419072,1.576308489,2.247288594,2.392933239,1.7940824,3.087126249,1.404785077,3.238741764,0.952237274,2.409397378,2.405418815,2.318339952,2.139235983,1.207440514,0.902601975,1.809880166,2.495725148,1.030583748,2.42246076,3.144412368,3.296960754,-0.208670618,2.657270411,2.532575719,1.816745656
1.816745656,"Rubbery Fragment","Pink",1.15,"Cellulose derivatives (ether cellulose)","in voluptate velit esse cillum dolore",38.7708,-120.585,"Filtered",0.659063573,0.65717917,1.385527452,3.31627517,2.255623173,0.706364543,2.424699148,1.529506223,2.285062815,2.393239708,1.40829304,2.782321895,0.724428856,2.023839781,1.742188865,0.564765142,2.761893833,1.953577037,2.296062867,2.582027612,1.631878054,1.797510193,1.393421926,2.785818839,1.816745656
1.816745656,"Foam","Green",1.03,"Poly(ether)ketones (polyketones)","eu fugiat nulla pariatur",38.8598,-120.1375,"Secondary",1.67209553,0.971688653,0.922232215,1.797896889,1.731002363,2.608707575,0.211882682,3.220119597,1.607451373,2.554581103,2.437499865,1.187737348,3.321405344,2.547422425,1.422481085,2.222294977,0.822803164,2.728469107,2.235095723,0.848740668,2.182057303,2.666171519,1.912721906,0.621826346,1.816745656
1.816745656,"Fiber","White",0.71,"Polyethers (polyglycols, oxyalkylenes, glycidyl ethers & cyclic ethers)","eu fugiat nulla pariatur",38.6688,-120.1214,"Filtered",2.209752533,1.706319977,1.289052845,1.567120999,2.689126631,1.739040351,1.586648805,1.225035813,2.409193171,1.937563332,2.414309284,0.396481505,2.842779772,1.37863896,2.255490416,1.171364961,0.758845774,3.153553052,1.110245168,1.16683216,0.416409635,3.37487181,0.184401638,1.590024696,1.816745656
1.816745656,"Rubbery Fragment","Orange",0.78,"Polyphenylenes (polyaromatics)","Lorem ipsum dolor sit amet",38.7086,-120.0488,"Primary",2.125180904,0.229304036,1.23934208,3.382842193,2.115232368,2.055022495,1.895999344,2.496569342,2.640958483,2.423903967,0.308018748,3.330982767,1.824724573,1.195996233,3.242017011,1.632423735,3.326073835,0.431411186,1.666331261,1.159275101,1.670794414,1.959662693,2.356432189,0.393047321,1.816745656
1.816745656,"Film","Purple",0.44,"Polystyrenes (polyphenylethylenes, -methylstyrene)","Excepteur sint occaecat cupidatat non proident",38.7159,-120.5626,"Disinfected",1.137383316,0.327195899,0.50161876,3.761825038,0.660091446,3.403331919,0.628983542,1.525026919,1.007492615,1.918930312,2.370449728,0.276115256,3.593277325,3.567241491,0.118158106,3.552467101,3.207674893,1.212603132,1.333110064,2.094991324,0.197284367,0.538785391,1.009776201,2.490754356,1.816745656
1.816745656,"Film","Transparent",0.65,"Poly(ether)ketones (polyketones)","Duis aute irure dolor in reprehenderit",41.5778,-120.6277,"Secondary",1.131054174,2.820366119,1.138203568,2.120013011,1.81697762,2.711326399,2.656819357,2.646348296,2.779519069,2.814788702,1.355315857,3.242189454,0.813664275,1.69195339,2.850801775,0.266583785,1.748908324,0.809898241,2.125504309,1.893817449,1.945552163,0.771449987,1.614130868,0.57461797,1.816745656
1.816745656,"Pellet","Black",0.93,"Polyacrylamides","eu fugiat nulla pariatur",32.9906,-116.5863,"Filtered",1.386903108,1.320426905,1.662734447,1.987211187,1.534768762,1.40453738,2.07893121,0.183957309,1.190751799,2.393929182,1.47997644,0.878579454,0.371245703,-0.65322064,2.017274708,2.128113391,1.954095235,1.685137024,0.404896127,1.2306299,0.514926563,1.745988451,4.326934805,0.601412762,1.816745656
1.816745656,"Film","Black",2.84,"Polyphenylenes (polyaromatics)","Lorem ipsum dolor sit amet",32.8568,-116.893,"Tertiary",3.171857822,0.18146205,1.638234099,2.498601729,2.832756937,0.494869411,1.750978138,2.017391593,1.672049092,2.428655131,1.847571207,2.279729601,-0.404109628,2.333635006,2.14647293,4.515919319,1.36542753,0.634398509,1.747843883,2.027850746,2.331094193,2.215121052,1.928187874,3.44129402,1.816745656
1.816745656,"Foam","Transparent",1.58,"Polyethers (polyglycols, oxyalkylenes, glycidyl ethers & cyclic ethers)","Lorem ipsum dolor sit amet",34.4853,-118.0215,"Secondary",0.81959263,1.734678878,2.129859233,1.234747903,0.806760385,2.159847734,1.994765193,3.047508738,1.514537187,2.473892761,2.048844172,1.904080081,1.258491299,2.579189398,1.107469942,3.603368175,0.706172913,1.286013745,3.032841503,0.73345372,1.272350653,3.430858091,3.178182628,0.857033944,1.816745656
1.816745656,"Fiber Bundle","Black",1.52,"Polyvinylketones","Lorem ipsum dolor sit amet",34.5461,-118.1115,"Primary",1.675555815,3.015545918,2.989468646,2.280180086,0.008793012,2.306751297,1.78733874,1.081172668,-0.043022521,1.536447504,1.734272334,1.738034869,1.320564292,1.693481077,1.061075811,-0.235169585,2.536924193,1.994805298,1.640081376,2.228930092,2.241805166,1.221173049,1.273361518,3.501661125,1.816745656
1.816745656,"Film","Transparent",3.88,"Poly(ether)ketones (polyketones)","eu fugiat nulla pariatur",37.5152,-120.3697,"Secondary",3.53478826,2.427056309,2.133547742,0.951518871,2.25324772,2.919525627,2.434230883,3.315628903,1.516189826,2.40356673,2.493134456,1.055929834,2.64524907,3.058962025,0.931308428,1.006591737,0.505724688,3.584650954,2.537313862,2.381413622,0.496419051,3.111651811,0.176209356,0.589314804,1.816745656
1.816745656,"Fragment","Other",0.82,"Polyhaloolefins (vinylhalides)","Excepteur sint occaecat cupidatat non proident",37.5862,-120.2719,"Disinfected",1.745298207,2.229762148,3.153748247,1.569769422,2.676906604,3.112311372,1.998190437,1.47408904,-0.015871915,2.783430103,0.609052043,1.248371738,2.962212681,1.344216294,4.00234344,-0.067130588,1.456346339,2.449101066,1.181369273,2.59709827,2.068982687,1.46001297,-0.075235734,0.510976644,1.816745656
1.816745656,"Foam","Black",10.73,"Polyhaloolefins (vinylhalides)","ut enim ad minim veniam",37.3754,-120.4393,"Disinfected",0.620810321,2.892881177,1.256731551,2.545528006,2.240058837,2.027954151,3.209866392,1.333474239,0.498157743,2.190155798,1.345763307,1.218819906,1.978017293,1.930735018,3.346292835,2.043802758,0.614564328,0.493800803,2.05217428,2.385098311,0.58299547,1.699421641,2.147164386,2.809561732,1.816745656
1.816745656,"Foam","Purple",4.22,"Polyterephthalates","Duis aute irure dolor in reprehenderit",37.5234,-120.3095,"Filtered",1.241686041,1.146347169,3.041985493,1.153982738,3.043874049,1.985162018,1.463406945,0.844501694,2.014474807,0.999838511,2.072030815,2.38119981,1.616900858,0.948176521,1.71818815,1.65904833,2.557921211,1.369877966,0.342491766,2.148166279,2.209756394,0.732517819,2.692208591,2.123879697,1.816745656
